item_name,code,quantity,brand,category,type,images,image_local,image_url,notes,aliases,search_keywords,default_count_unit
ORG SUNRISE APPLE,94109,,,APPLES,produce_plu,[],,,,organic sunrise apple,ORG SUNRISE APPLE 94109   APPLES PRODUCE_PLU  ORGANIC SUNRISE APPLE,
ORG SWISS CHARD RED,94587,,,SWISS,produce_plu,[],,,,organic swiss chard red,ORG SWISS CHARD RED 94587   SWISS PRODUCE_PLU  ORGANIC SWISS CHARD RED,
ORG WATER MELON MINI,93421,,,MELONS,produce_plu,[],,,,organic water melon mini,ORG WATER MELON MINI 93421   MELONS PRODUCE_PLU  ORGANIC WATER MELON MINI,
ORG WATERMELON,94031,,,MELONS,produce_plu,[],,,,organic watermelon,ORG WATERMELON 94031   MELONS PRODUCE_PLU  ORGANIC WATERMELON,
ORG WHITE MUSHROOM,94085,,,MUSHROOMS,produce_plu,[],,,,organic white mushroom,ORG WHITE MUSHROOM 94085   MUSHROOMS PRODUCE_PLU  ORGANIC WHITE MUSHROOM,
ORG YELLOW PEPPER,94680,,,PEPPERS,produce_plu,[],,,,organic yellow pepper,ORG YELLOW PEPPER 94680   PEPPERS PRODUCE_PLU  ORGANIC YELLOW PEPPER,
ORG ZUCCHINI SQUASH,94067,,,SQUASHS,produce_plu,[],,,,organic zucchini squash,ORG ZUCCHINI SQUASH 94067   SQUASHS PRODUCE_PLU  ORGANIC ZUCCHINI SQUASH,
PACKHAM PEAR,4421,,,PEARS,produce_plu,[],,,,,PACKHAM PEAR 4421   PEARS PRODUCE_PLU  ,
PAPAYA RED MARADOL,3112,,,PAPAYAS,produce_plu,[],,,,,PAPAYA RED MARADOL 3112   PAPAYAS PRODUCE_PLU  ,
PAPAYA SOLO,4052,,,PAPAYAS,produce_plu,[],,,,,PAPAYA SOLO 4052   PAPAYAS PRODUCE_PLU  ,
PAPAYAS GREEN COOKING,4395,,,PAPAYAS,produce_plu,[],,,,,PAPAYAS GREEN COOKING 4395   PAPAYAS PRODUCE_PLU  ,
PAPAYAS STRAWBERRY,4396,,,PAPAYAS,produce_plu,[],,,,,PAPAYAS STRAWBERRY 4396   PAPAYAS PRODUCE_PLU  ,
PARSLEY,4899,,,PARSLEY,produce_plu,[],,,,,PARSLEY 4899   PARSLEY PRODUCE_PLU  ,
PARSNIPS BULK,4672,,,PARSNIPS,produce_plu,[],,,,,PARSNIPS BULK 4672   PARSNIPS PRODUCE_PLU  ,
PASSION FRUIT,3038,,,PASSION,produce_plu,[],,,,,PASSION FRUIT 3038   PASSION PRODUCE_PLU  ,
PASSION FRUIT PURPLE,4397,,,PASSION,produce_plu,[],,,,,PASSION FRUIT PURPLE 4397   PASSION PRODUCE_PLU  ,
PEA TIPS,4502,,,PEA,produce_plu,[],,,,,PEA TIPS 4502   PEA PRODUCE_PLU  ,
PEACH-A-RINE,3195,,,PEACHS,produce_plu,[],,,,,PEACH-A-RINE 3195   PEACHS PRODUCE_PLU  ,
PEAS SUGAR CELLO,4676,,,PEAS,produce_plu,[],,,,,PEAS SUGAR CELLO 4676   PEAS PRODUCE_PLU  ,
PECANS,4936,,,PECANS,produce_plu,[],,,,,PECANS 4936   PECANS PRODUCE_PLU  ,
PEPINO MELON,4333,,,MELONS,produce_plu,[],,,,,PEPINO MELON 4333   MELONS PRODUCE_PLU  ,
PERSIMMONS FUYU,4428,,,PERSIMMONS,produce_plu,[],,,,,PERSIMMONS FUYU 4428   PERSIMMONS PRODUCE_PLU  ,
PINK LADY APPLE,4130,,,APPLES,produce_plu,[],,,,,PINK LADY APPLE 4130   APPLES PRODUCE_PLU  ,
PLANTAIN BANANA,4235,,,BANANAS,produce_plu,[],,,,,PLANTAIN BANANA 4235   BANANAS PRODUCE_PLU  ,
PLUMCOTS,3126,,,PLUMS,produce_plu,[],,,,,PLUMCOTS 3126   PLUMS PRODUCE_PLU  ,
POBLANO PEPPER,4701,,,PEPPERS,produce_plu,[],,,,,POBLANO PEPPER 4701   PEPPERS PRODUCE_PLU  ,
POMEGRANATES,3127,,,POMEGRANATES,produce_plu,[],,,,,POMEGRANATES 3127   POMEGRANATES PRODUCE_PLU  ,
POMELLO,4279,,,POMELLO,produce_plu,[],,,,,POMELLO 4279   POMELLO PRODUCE_PLU  ,
PRESIDENT PLUM,4438,,,PLUMS,produce_plu,[],,,,,PRESIDENT PLUM 4438   PLUMS PRODUCE_PLU  ,
PRICKLY PEAR,4255,,,PEARS,produce_plu,[],,,,,PRICKLY PEAR 4255   PEARS PRODUCE_PLU  ,
PRUNE PLUM,4436,,,PLUMS,produce_plu,[],,,,,PRUNE PLUM 4436   PLUMS PRODUCE_PLU  ,
PUMPKIN,4735,,,PUMPKIN,produce_plu,[],,,,,PUMPKIN 4735   PUMPKIN PRODUCE_PLU  ,
PUMPKIN MINI,4734,,,PUMPKIN,produce_plu,[],,,,,PUMPKIN MINI 4734   PUMPKIN PRODUCE_PLU  ,
PUMPKIN PIE SIZE,3134,,,PUMPKIN,produce_plu,[],,,,,PUMPKIN PIE SIZE 3134   PUMPKIN PRODUCE_PLU  ,
PURPLE PEPPER,4683,,,PEPPERS,produce_plu,[],,,,,PURPLE PEPPER 4683   PEPPERS PRODUCE_PLU  ,
QUINCE,4447,,,QUINCE,produce_plu,[],,,,,QUINCE 4447   QUINCE PRODUCE_PLU  ,
RADICCHIO,4738,,,RADICCHIO,produce_plu,[],,,,,RADICCHIO 4738   RADICCHIO PRODUCE_PLU  ,
RADISHES,4089,,,RADISHS,produce_plu,[],,,,,RADISHES 4089   RADISHS PRODUCE_PLU  ,
RAINIER CHERRIES,4258,,,RAINIER,produce_plu,[],,,,,RAINIER CHERRIES 4258   RAINIER PRODUCE_PLU  ,
RAMBUTAN,3041,,,RAMBUTAN,produce_plu,[],,,,,RAMBUTAN 3041   RAMBUTAN PRODUCE_PLU  ,
RAPINI,4547,,,RAPINI,produce_plu,[],,,,,RAPINI 4547   RAPINI PRODUCE_PLU  ,
RED BANANA,4236,,,BANANAS,produce_plu,[],,,,,RED BANANA 4236   BANANAS PRODUCE_PLU  ,
RED BULK POTATO,4073,,,POTATOS,produce_plu,[],,,,,RED BULK POTATO 4073   POTATOS PRODUCE_PLU  ,
RED DEL LG APPLE,4016,,,APPLES,produce_plu,[],,,,,RED DEL LG APPLE 4016   APPLES PRODUCE_PLU  ,
RED DEL SM APPLE,4015,,,APPLES,produce_plu,[],,,,,RED DEL SM APPLE 4015   APPLES PRODUCE_PLU  ,
RED FIELD PEPPER,4088,,,PEPPERS,produce_plu,[],,,,,RED FIELD PEPPER 4088   PEPPERS PRODUCE_PLU  ,
RED GLOBE GRAPE,4636,,,GRAPES,produce_plu,[],,,,,RED GLOBE GRAPE 4636   GRAPES PRODUCE_PLU  ,
RED HOT FRESNO PEPPER,4714,,,PEPPERS,produce_plu,[],,,,,RED HOT FRESNO PEPPER 4714   PEPPERS PRODUCE_PLU  ,
RED LEAF LETTUCE,4075,,,LETTUCES,produce_plu,[],,,,,RED LEAF LETTUCE 4075   LETTUCES PRODUCE_PLU  ,
RED NAVEL ORANGE,3110,,,ORANGES,produce_plu,[],,,,,RED NAVEL ORANGE 3110   ORANGES PRODUCE_PLU  ,
RED PEAR,4417,,,PEARS,produce_plu,[],,,,,RED PEAR 4417   PEARS PRODUCE_PLU  ,
RED PLUM,4042,,,PLUMS,produce_plu,[],,,,,RED PLUM 4042   PLUMS PRODUCE_PLU  ,
RED SEEDLESS GRAPE,4023,,,GRAPES,produce_plu,[],,,,,RED SEEDLESS GRAPE 4023   GRAPES PRODUCE_PLU  ,
RED UNPEELED ONION,4082,,,ONIONS,produce_plu,[],,,,,RED UNPEELED ONION 4082   ONIONS PRODUCE_PLU  ,
RHUBARB,4745,,,RHUBARB,produce_plu,[],,,,,RHUBARB 4745   RHUBARB PRODUCE_PLU  ,
ROMA TOMATO,4087,,,TOMATOS,produce_plu,[],,,,,ROMA TOMATO 4087   TOMATOS PRODUCE_PLU  ,
ROMAINE LETTUCE,4640,,,LETTUCES,produce_plu,[],,,,,ROMAINE LETTUCE 4640   LETTUCES PRODUCE_PLU  ,
ROSE APPLE,4122,,,APPLES,produce_plu,[],,,,,ROSE APPLE 4122   APPLES PRODUCE_PLU  ,
RUSSET BULK POTATO,4072,,,POTATOS,produce_plu,[],,,,,RUSSET BULK POTATO 4072   POTATOS PRODUCE_PLU  ,
RUTABAGA,4747,,,RUTABAGA,produce_plu,[],,,,,RUTABAGA 4747   RUTABAGA PRODUCE_PLU  ,
SALAD BAR - LARGE,95575,,,SALAD,produce_plu,[],,,,,SALAD BAR - LARGE 95575   SALAD PRODUCE_PLU  ,
SALAD BAR - MEDIUM,95572,,,SALAD,produce_plu,[],,,,,SALAD BAR - MEDIUM 95572   SALAD PRODUCE_PLU  ,
SALAD BAR - SMALL,95576,,,SALAD,produce_plu,[],,,,,SALAD BAR - SMALL 95576   SALAD PRODUCE_PLU  ,
SANTA CLAUS MELON,4336,,,MELONS,produce_plu,[],,,,,SANTA CLAUS MELON 4336   MELONS PRODUCE_PLU  ,
SANTA CLAUS MELON,3101,,,MELONS,produce_plu,[],,,,,SANTA CLAUS MELON 3101   MELONS PRODUCE_PLU  ,
SAVE-ON-FOODS GARDEN HUMMUS,00296981000003,,Save-On-Foods,DIPS / HUMMUS,packaged_upc_product_number,[],,,,sof garden hummus,SAVE-ON-FOODS GARDEN HUMMUS 00296981000003  SAVE-ON-FOODS DIPS / HUMMUS PACKAGED_UPC_PRODUCT_NUMBER  SOF GARDEN HUMMUS,
SAVE-ON-FOODS MOROCCAN HUMMUS CRISPS DIPPER,00283198000001,,Save-On-Foods,DIPS / HUMMUS,packaged_upc_product_number,[],,,,sof moroccan hummus crisps,SAVE-ON-FOODS MOROCCAN HUMMUS CRISPS DIPPER 00283198000001  SAVE-ON-FOODS DIPS / HUMMUS PACKAGED_UPC_PRODUCT_NUMBER  SOF MOROCCAN HUMMUS CRISPS,
SAVE-ON-FOODS ORIGINAL HUMMUS & CRISPS SNACK DIPPER,00277627000007,,Save-On-Foods,DIPS / HUMMUS,packaged_upc_product_number,[],,,,sof original hummus crisps,SAVE-ON-FOODS ORIGINAL HUMMUS & CRISPS SNACK DIPPER 00277627000007  SAVE-ON-FOODS DIPS / HUMMUS PACKAGED_UPC_PRODUCT_NUMBER  SOF ORIGINAL HUMMUS CRISPS,
SHALLOTS,4662,,,SHALLOTS,produce_plu,[],,,,,SHALLOTS 4662   SHALLOTS PRODUCE_PLU  ,
SHANGHAI BOK CHOY,3163,,,BOK CHOY,produce_plu,[],,,,,SHANGHAI BOK CHOY 3163   BOK CHOY PRODUCE_PLU  ,
SHANGHAI CHOY PEARL,4858,,,PEARS,produce_plu,[],,,,,SHANGHAI CHOY PEARL 4858   PEARS PRODUCE_PLU  ,
SHER LI HON,4859,,,SHER,produce_plu,[],,,,,SHER LI HON 4859   SHER PRODUCE_PLU  ,
SHIITAKE MUSHROOM,4651,,,MUSHROOMS,produce_plu,[],,,,,SHIITAKE MUSHROOM 4651   MUSHROOMS PRODUCE_PLU  ,
SILVER SKIN ONION,4661,,,ONIONS,produce_plu,[],,,,,SILVER SKIN ONION 4661   ONIONS PRODUCE_PLU  ,
SIN QUA-LONG OKRA,4656,,,SIN,produce_plu,[],,,,,SIN QUA-LONG OKRA 4656   SIN PRODUCE_PLU  ,
SM NECTARINE,4035,,,NECTARINES,produce_plu,[],,,,,SM NECTARINE 4035   NECTARINES PRODUCE_PLU  ,
SM PEACH,4037,,,PEACHS,produce_plu,[],,,,,SM PEACH 4037   PEACHS PRODUCE_PLU  ,
SOUP - LARGE,95573,,,SOUP,produce_plu,[],,,,,SOUP - LARGE 95573   SOUP PRODUCE_PLU  ,
SOUP - SMALL,95574,,,SOUP,produce_plu,[],,,,,SOUP - SMALL 95574   SOUP PRODUCE_PLU  ,
SOUR SOP,260,,,SOUR,produce_plu,[],,,,,SOUR SOP 260   SOUR PRODUCE_PLU  ,
SOUTHERN ROSE APPLE,3001,,,APPLES,produce_plu,[],,,,,SOUTHERN ROSE APPLE 3001   APPLES PRODUCE_PLU  ,
SPAGHETTI SQUASH,4776,,,SQUASHS,produce_plu,[],,,,,SPAGHETTI SQUASH 4776   SQUASHS PRODUCE_PLU  ,
SPARTAN LG APPLE,4180,,,APPLES,produce_plu,[],,,,,SPARTAN LG APPLE 4180   APPLES PRODUCE_PLU  ,
SPARTAN SM APPLE,4178,,,APPLES,produce_plu,[],,,,,SPARTAN SM APPLE 4178   APPLES PRODUCE_PLU  ,
SPINACH BUNCH,4090,,,SPINACH,produce_plu,[],,,,,SPINACH BUNCH 4090   SPINACH PRODUCE_PLU  ,
STARFRUIT,4256,,,STARFRUIT,produce_plu,[],,,,,STARFRUIT 4256   STARFRUIT PRODUCE_PLU  ,
STRAWBERRIES - FLAT,408,,,-FLAT,produce_plu,[],,,,,STRAWBERRIES - FLAT 408   -FLAT PRODUCE_PLU  ,
SUI CHOY,4552,,,SUI,produce_plu,[],,,,,SUI CHOY 4552   SUI PRODUCE_PLU  ,
SUNCHOKE,4791,,,SUNCHOKE,produce_plu,[],,,,,SUNCHOKE 4791   SUNCHOKE PRODUCE_PLU  ,
SUNRISE APPLE,4184,,,APPLES,produce_plu,[],,,,,SUNRISE APPLE 4184   APPLES PRODUCE_PLU  ,
SWEET JUMBO ONION,4159,,,ONIONS,produce_plu,[],,,,,SWEET JUMBO ONION 4159   ONIONS PRODUCE_PLU  ,
SWEET JUMBO POTATO,1793,,,POTATOS,produce_plu,[],,,,,SWEET JUMBO POTATO 1793   POTATOS PRODUCE_PLU  ,
SWEET ONION,4166,,,ONIONS,produce_plu,[],,,,,SWEET ONION 4166   ONIONS PRODUCE_PLU  ,
SWEET POTATO,4091,,,POTATOS,produce_plu,[],,,,,SWEET POTATO 4091   POTATOS PRODUCE_PLU  ,
SWEETIE CITRUS,3092,,,CITRUS,produce_plu,[],,,,,SWEETIE CITRUS 3092   CITRUS PRODUCE_PLU  ,
SWISS CHARD GREEN,4586,,,SWISS,produce_plu,[],,,,,SWISS CHARD GREEN 4586   SWISS PRODUCE_PLU  ,
SWISS CHARD RAINBOW,4588,,,SWISS,produce_plu,[],,,,,SWISS CHARD RAINBOW 4588   SWISS PRODUCE_PLU  ,
SWISS CHARD RED,4587,,,SWISS,produce_plu,[],,,,,SWISS CHARD RED 4587   SWISS PRODUCE_PLU  ,
TAMARILLO - RED,4793,,,TAMARILLO,produce_plu,[],,,,,TAMARILLO - RED 4793   TAMARILLO PRODUCE_PLU  ,
TAMARILLO - YELLOW,4792,,,TAMARILLO,produce_plu,[],,,,,TAMARILLO - YELLOW 4792   TAMARILLO PRODUCE_PLU  ,
TAMARIND,4448,,,TAMARIND,produce_plu,[],,,,,TAMARIND 4448   TAMARIND PRODUCE_PLU  ,
TANGELOS MINNEOLAS,4383,,,TANGELOS,produce_plu,[],,,,,TANGELOS MINNEOLAS 4383   TANGELOS PRODUCE_PLU  ,
TANGERINE SATSUMA,3029,,,TANGERINE,produce_plu,[],,,,,TANGERINE SATSUMA 3029   TANGERINE PRODUCE_PLU  ,
TANGERINES ORANGES SATSUMA,4454,,,ORANGES,produce_plu,[],,,,,TANGERINES ORANGES SATSUMA 4454   ORANGES PRODUCE_PLU  ,
TARO ROOT LARGE,4795,,,TARO,produce_plu,[],,,,,TARO ROOT LARGE 4795   TARO PRODUCE_PLU  ,
TARO ROOT SMALL,4794,,,TARO,produce_plu,[],,,,,TARO ROOT SMALL 4794   TARO PRODUCE_PLU  ,
TAYLOR FARMS ASIAN CHOPPED SALAD KIT (369 g),00030223041696,369 g,Taylor Farms,SALAD KITS,packaged_upc_product_number,[],,,,tf asian chopped 369; tf asian,TAYLOR FARMS ASIAN CHOPPED SALAD KIT (369 G) 00030223041696 369 G TAYLOR FARMS SALAD KITS PACKAGED_UPC_PRODUCT_NUMBER  TF ASIAN CHOPPED 369; TF ASIAN,
TAYLOR FARMS CAESAR CHOPPED SALAD KIT (340 g),00030223041726,340 g,Taylor Farms,SALAD KITS,packaged_upc_product_number,[],,,,tf caesar chopped 340; tf caesar,TAYLOR FARMS CAESAR CHOPPED SALAD KIT (340 G) 00030223041726 340 G TAYLOR FARMS SALAD KITS PACKAGED_UPC_PRODUCT_NUMBER  TF CAESAR CHOPPED 340; TF CAESAR,
TAYLOR FARMS CAESAR MINI CHOPPED SALAD KIT (156 g),00030223061335,156 g,Taylor Farms,SALAD KITS,packaged_upc_product_number,[],,,,tf caesar mini chopped; tf caesar,TAYLOR FARMS CAESAR MINI CHOPPED SALAD KIT (156 G) 00030223061335 156 G TAYLOR FARMS SALAD KITS PACKAGED_UPC_PRODUCT_NUMBER  TF CAESAR MINI CHOPPED; TF CAESAR,
TAYLOR FARMS EVERYTHING CHOPPED SALAD KIT (340 g),00030223041962,340 g,Taylor Farms,SALAD KITS,packaged_upc_product_number,[],,,,tf everything chopped 340,TAYLOR FARMS EVERYTHING CHOPPED SALAD KIT (340 G) 00030223041962 340 G TAYLOR FARMS SALAD KITS PACKAGED_UPC_PRODUCT_NUMBER  TF EVERYTHING CHOPPED 340,
TAYLOR FARMS MEXICAN STREET CORN CHOPPED SALAD KIT (315 g),00030223061397,315 g,Taylor Farms,SALAD KITS,packaged_upc_product_number,[],,,,tf mexican street corn,TAYLOR FARMS MEXICAN STREET CORN CHOPPED SALAD KIT (315 G) 00030223061397 315 G TAYLOR FARMS SALAD KITS PACKAGED_UPC_PRODUCT_NUMBER  TF MEXICAN STREET CORN,
TAYLOR FARMS NASHVILLE HOT MINI CHOPPED SALAD KIT (156 g),00030223061366,156 g,Taylor Farms,SALAD KITS,packaged_upc_product_number,[],,,,tf nashville hot mini,TAYLOR FARMS NASHVILLE HOT MINI CHOPPED SALAD KIT (156 G) 00030223061366 156 G TAYLOR FARMS SALAD KITS PACKAGED_UPC_PRODUCT_NUMBER  TF NASHVILLE HOT MINI,
TAYLOR FARMS SWEET KALE CHOPPED SALAD KIT (340 g),00824862006440,340 g,Taylor Farms,SALAD KITS,packaged_upc_product_number,[],,,,tf sweet kale chopped; tf kale,TAYLOR FARMS SWEET KALE CHOPPED SALAD KIT (340 G) 00824862006440 340 G TAYLOR FARMS SALAD KITS PACKAGED_UPC_PRODUCT_NUMBER  TF SWEET KALE CHOPPED; TF KALE,
TAYLOR GOLD PEAR,4553,,,PEARS,produce_plu,[],,,,,TAYLOR GOLD PEAR 4553   PEARS PRODUCE_PLU  ,
TEA - TAZO,95131,,,TEA,produce_plu,[],,,,,TEA - TAZO 95131   TEA PRODUCE_PLU  ,
THAI CHILI PEPPER,4711,,,PEPPERS,produce_plu,[],,,,,THAI CHILI PEPPER 4711   PEPPERS PRODUCE_PLU  ,
TOMATILLOS,4801,,,TOMATILLOS,produce_plu,[],,,,,TOMATILLOS 4801   TOMATILLOS PRODUCE_PLU  ,
TREE RIPEN NECTARINE,4378,,,NECTARINES,produce_plu,[],,,,,TREE RIPEN NECTARINE 4378   NECTARINES PRODUCE_PLU  ,
TUNG HO,4853,,,TUNG,produce_plu,[],,,,,TUNG HO 4853   TUNG PRODUCE_PLU  ,
TURNIP PURPLE TOP,4812,,,TURNIP,produce_plu,[],,,,,TURNIP PURPLE TOP 4812   TURNIP PRODUCE_PLU  ,
UGLIFRUIT,4459,,,UGLIFRUIT,produce_plu,[],,,,,UGLIFRUIT 4459   UGLIFRUIT PRODUCE_PLU  ,
UGLYRIPE HEIRLOOM TOMATO,3423,,,TOMATOS,produce_plu,[],,,,,UGLYRIPE HEIRLOOM TOMATO 3423   TOMATOS PRODUCE_PLU  ,
VAL LG ORANGE,3108,,,ORANGES,produce_plu,[],,,,,VAL LG ORANGE 3108   ORANGES PRODUCE_PLU  ,
VAL SM ORANGE,4014,,,ORANGES,produce_plu,[],,,,,VAL SM ORANGE 4014   ORANGES PRODUCE_PLU  ,
WALLA WALLA SWT. ONION,4163,,,ONIONS,produce_plu,[],,,,,WALLA WALLA SWT. ONION 4163   ONIONS PRODUCE_PLU  ,
WATER CHESTNUTS,4814,,,WATER,produce_plu,[],,,,,WATER CHESTNUTS 4814   WATER PRODUCE_PLU  ,
WATERCRESS,4815,,,WATERCRESS,produce_plu,[],,,,,WATERCRESS 4815   WATERCRESS PRODUCE_PLU  ,
WATERMELON SEEDED,4031,,,MELONS,produce_plu,[],,,,,WATERMELON SEEDED 4031   MELONS PRODUCE_PLU  ,
WATERMELON SEEDLESS,4032,,,MELONS,produce_plu,[],,,,,WATERMELON SEEDLESS 4032   MELONS PRODUCE_PLU  ,
WATERMELON SEEDLESS CUT,4342,,,MELONS,produce_plu,[],,,,,WATERMELON SEEDLESS CUT 4342   MELONS PRODUCE_PLU  ,
WATERMELON SEEDLESS MINI,3421,,,MELONS,produce_plu,[],,,,,WATERMELON SEEDLESS MINI 3421   MELONS PRODUCE_PLU  ,
WATERMELON SEEDLESS YELLOW,4340,,,MELONS,produce_plu,[],,,,,WATERMELON SEEDLESS YELLOW 4340   MELONS PRODUCE_PLU  ,
WESTERN FAMILY BABY ARUGULA,00062639374624,142 g,Western Family,Packaged Greens / Salads,packaged,[],,,Baby arugula,wf baby arugula; wf arugula,WESTERN FAMILY BABY ARUGULA 00062639374624 142 G WESTERN FAMILY PACKAGED GREENS / SALADS PACKAGED BABY ARUGULA WF BABY ARUGULA; WF ARUGULA,
WESTERN FAMILY BABY SPINACH,00062639374655,142 g,Western Family,Packaged Greens / Salads,packaged,[],,,Baby spinach,wf baby spinach; wf spinach,WESTERN FAMILY BABY SPINACH 00062639374655 142 G WESTERN FAMILY PACKAGED GREENS / SALADS PACKAGED BABY SPINACH WF BABY SPINACH; WF SPINACH,
WESTERN FAMILY CARAMELIZED ONION HUMMUS,00062639384272,,Western Family,DIPS / HUMMUS,packaged_upc_product_number,[],,,,wf caramelized onion hummus,WESTERN FAMILY CARAMELIZED ONION HUMMUS 00062639384272  WESTERN FAMILY DIPS / HUMMUS PACKAGED_UPC_PRODUCT_NUMBER  WF CARAMELIZED ONION HUMMUS,
WESTERN FAMILY DILL PICKLE HUMMUS (227 g),00062639374945,227 g,Western Family,DIPS / HUMMUS,packaged_upc_product_number,[],,,,wf dill pickle hummus; wf dill,WESTERN FAMILY DILL PICKLE HUMMUS (227 G) 00062639374945 227 G WESTERN FAMILY DIPS / HUMMUS PACKAGED_UPC_PRODUCT_NUMBER  WF DILL PICKLE HUMMUS; WF DILL,
WESTERN FAMILY FRESH BABY DILL,00062639359676,20 g,Western Family,Fresh Herbs,packaged,[],,,Fresh herb,wf baby dill; wf dill,WESTERN FAMILY FRESH BABY DILL 00062639359676 20 G WESTERN FAMILY FRESH HERBS PACKAGED FRESH HERB WF BABY DILL; WF DILL,
WESTERN FAMILY FRESH CHIVES,00062639359683,20 g,Western Family,Fresh Herbs,packaged,[],,,Fresh herb,wf chives,WESTERN FAMILY FRESH CHIVES 00062639359683 20 G WESTERN FAMILY FRESH HERBS PACKAGED FRESH HERB WF CHIVES,
WESTERN FAMILY FRESH ITALIAN PARSLEY,00062639359690,20 g,Western Family,Fresh Herbs,packaged,[],,,Fresh herb,wf italian parsley,WESTERN FAMILY FRESH ITALIAN PARSLEY 00062639359690 20 G WESTERN FAMILY FRESH HERBS PACKAGED FRESH HERB WF ITALIAN PARSLEY,
WESTERN FAMILY FRESH MINT,00062639359706,20 g,Western Family,Fresh Herbs,packaged,[],,,Fresh herb,wf mint; wf mint,WESTERN FAMILY FRESH MINT 00062639359706 20 G WESTERN FAMILY FRESH HERBS PACKAGED FRESH HERB WF MINT; WF MINT,
WESTERN FAMILY FRESH OREGANO,00062639359607,20 g,Western Family,Fresh Herbs,packaged,[],,,Fresh herb,wf oregano,WESTERN FAMILY FRESH OREGANO 00062639359607 20 G WESTERN FAMILY FRESH HERBS PACKAGED FRESH HERB WF OREGANO,
WESTERN FAMILY FRESH ROSEMARY,00062639359614,20 g,Western Family,Fresh Herbs,packaged,[],,,Fresh herb,wf rosemary; wf rosemary,WESTERN FAMILY FRESH ROSEMARY 00062639359614 20 G WESTERN FAMILY FRESH HERBS PACKAGED FRESH HERB WF ROSEMARY; WF ROSEMARY,
WESTERN FAMILY FRESH SAGE,00062639359621,20 g,Western Family,Fresh Herbs,packaged,[],,,Fresh herb,wf sage; wf sage,WESTERN FAMILY FRESH SAGE 00062639359621 20 G WESTERN FAMILY FRESH HERBS PACKAGED FRESH HERB WF SAGE; WF SAGE,
WESTERN FAMILY FRESH SWEET BASIL,00062639359645,20 g,Western Family,Fresh Herbs,packaged,[],,,Fresh herb,wf sweet basil; wf basil,WESTERN FAMILY FRESH SWEET BASIL 00062639359645 20 G WESTERN FAMILY FRESH HERBS PACKAGED FRESH HERB WF SWEET BASIL; WF BASIL,
WESTERN FAMILY FRESH TARRAGON,00062639359652,20 g,Western Family,Fresh Herbs,packaged,[],,,Fresh herb,wf tarragon,WESTERN FAMILY FRESH TARRAGON 00062639359652 20 G WESTERN FAMILY FRESH HERBS PACKAGED FRESH HERB WF TARRAGON,
WESTERN FAMILY FRESH THYME,00062639359669,20 g,Western Family,Fresh Herbs,packaged,[],,,Fresh herb,wf thyme; wf thyme,WESTERN FAMILY FRESH THYME 00062639359669 20 G WESTERN FAMILY FRESH HERBS PACKAGED FRESH HERB WF THYME; WF THYME,
WESTERN FAMILY FRUIT TRAY LARGE,00062639368432,,Western Family,CUT FRUIT / TRAYS,packaged_upc_product_number,[],,,,wf fruit tray large,WESTERN FAMILY FRUIT TRAY LARGE 00062639368432  WESTERN FAMILY CUT FRUIT / TRAYS PACKAGED_UPC_PRODUCT_NUMBER  WF FRUIT TRAY LARGE,
WESTERN FAMILY HUMMUS ROASTED GARLIC (227 g),00062639204150,227 g,Western Family,DIPS / HUMMUS,packaged_upc_product_number,[],,,,wf hummus roasted garlic,WESTERN FAMILY HUMMUS ROASTED GARLIC (227 G) 00062639204150 227 G WESTERN FAMILY DIPS / HUMMUS PACKAGED_UPC_PRODUCT_NUMBER  WF HUMMUS ROASTED GARLIC,
WESTERN FAMILY ROASTED GARLIC HUMMUS (454 g),00062639324247,454 g,Western Family,DIPS / HUMMUS,packaged_upc_product_number,[],,,,wf roasted garlic hummus,WESTERN FAMILY ROASTED GARLIC HUMMUS (454 G) 00062639324247 454 G WESTERN FAMILY DIPS / HUMMUS PACKAGED_UPC_PRODUCT_NUMBER  WF ROASTED GARLIC HUMMUS,
WHITE CREAMER POTATO,4724,,,POTATOS,produce_plu,[],,,,,WHITE CREAMER POTATO 4724   POTATOS PRODUCE_PLU  ,
WHITE FLESH NECTARINE,4188,,,NECTARINES,produce_plu,[],,,,,WHITE FLESH NECTARINE 4188   NECTARINES PRODUCE_PLU  ,
WHITE ONION,4663,,,ONIONS,produce_plu,[],,,,,WHITE ONION 4663   ONIONS PRODUCE_PLU  ,
WHITE POTATO,4083,,,POTATOS,produce_plu,[],,,,,WHITE POTATO 4083   POTATOS PRODUCE_PLU  ,
YA PEAR,4890,,,PEARS,produce_plu,[],,,,,YA PEAR 4890   PEARS PRODUCE_PLU  ,
YAMS,4074,,,YAMS,produce_plu,[],,,,,YAMS 4074   YAMS PRODUCE_PLU  ,
YAMS JUMBO,4817,,,YAMS,produce_plu,[],,,,,YAMS JUMBO 4817   YAMS PRODUCE_PLU  ,
YAMS PURPLE,4818,,,YAMS,produce_plu,[],,,,,YAMS PURPLE 4818   YAMS PRODUCE_PLU  ,
YELLOW FIELD PEPPER,4680,,,PEPPERS,produce_plu,[],,,,,YELLOW FIELD PEPPER 4680   PEPPERS PRODUCE_PLU  ,
YELLOW FLESH POTATO,4727,,,POTATOS,produce_plu,[],,,,,YELLOW FLESH POTATO 4727   POTATOS PRODUCE_PLU  ,
